subj,rel,obj,teaching_weight,head_tier,tail_tier
形式,有,关系,0.1,0,0
扇形,拼凑,长方形,0.1,0,0
雪花,贯穿,始终,0.1,0,0
雪花,贯穿,引导牌,0.1,0,0
外形,像,雪花,0.1,0,0
雪花,来自,大自然,0.1,0,0
几何学,为,对象,0.1,0,0
平面,解析,几何,0.1,0,0
表面,看成,球面,0.1,0,0
曲线,没有,切线,0.1,0,0
内容,缩写,几何学,0.1,0,0
阶段,学习,函数,0.1,0,0
望远镜,确定,线,0.1,0,0
微积分,包括,内容,0.1,0,0
坡度,定义,比值,0.1,0,0
计算,用到,微积分,0.1,0,0
时间,在,点上,0.1,0,0
阿基米德,进行,研究,0.1,0,0
心脏,发出,波,0.1,0,0
信号,进行,放大,0.1,0,0
系统,借助,方程,0.1,0,0
牛顿,还有,发明,0.1,0,0
牛顿,创造,微积分,0.1,0,0
表达,学习,文章,0.1,0,0
世纪,记录,数字,0.1,0,0
阿基米德,记录,数字,0.1,0,0
沙子,超过,单位,0.1,0,0
数学家,花费,时间,0.1,0,0
问题,探讨,关系,0.1,0,0
元素,搭配,一对,0.1,2,0
数列,有,联系,0.1,0,0
数列,有所,体现,0.1,0,0
面积,使用,公式,0.1,0,0
数列,还有,应用,0.1,0,0
密文,隐藏,信息,0.1,0,0
加密,转换,过程,0.1,0,0
明文,转换,过程,0.1,0,0
解密,转换,过程,0.1,0,0
密文,转换,过程,0.1,0,0
字母,转换,数字,0.1,0,0
元素,取,空格,0.1,2,0
产生,提升,高度,0.1,0,0
凯莱,进行,研究,0.1,0,0
发展,贡献,力量,0.1,0,0
过程,运用,方法,0.1,0,0
内容,找到,知识,0.1,0,0
过程,相当于,变换,0.1,0,0
内容,缩写,矩阵,0.1,0,0
专业,发生,变化,0.1,0,0
结果,有,差距,0.1,0,0
班长,统计,信息,0.1,0,0
小球,到达,位置,0.1,0,0
结果,存在,关系,0.1,0,0
指标,受,影响,0.1,0,0
技术,提供,支撑,0.1,0,0
技术,实现,处理,0.1,0,0
软件,遵循,指令,0.1,0,0
输入法,发展,汉字,0.1,0,0
计算机,引进,中国,0.1,0,0
计算机,使用,字型,0.1,0,0
输入法,有,路线,0.1,0,0
输入法,有着,优势,0.1,0,0
王永民,推出,输入法,0.1,0,0
输入法,开创,时代,0.1,0,0
影响力,低于,印刷术,0.1,0,0
朱守涛,发明,输入法,0.1,0,0
输入法,成为,软件,0.1,0,0
微软,内置,输入法,0.1,0,0
软件,整合,优点,0.1,0,0
公司,推出,输入法,0.1,0,0
用户,备份,信息,0.1,0,0
微软,推出,输入法,0.1,0,0
输入法,占据,地位,0.1,0,0
企业,开发,输入法,0.1,0,0
输入法,延续,特点,0.1,0,0
汉字,拆,基本单位,0.1,0,0
汉字,进入,计算机,0.1,0,0
输入法,采用,规则,0.1,0,0
汉字,处理,问题,0.1,0,0
输入法,采用,字母,0.1,0,0
占比,达到,比例,0.1,0,0
支付,产生,影响,0.1,0,0
发展,有,原因,0.1,0,0
人民币,提供,空间,0.1,0,0
国家,发展,形态,0.1,0,0
人民币,发挥,作用,0.1,0,0
方式,带动,发展,0.1,0,0
支付,改变,形态,0.1,0,0
直播,为,基础,0.1,0,0
发展,使,体验,0.1,0,0
主播,关注,质量,0.1,0,2
成熟,经历,过程,0.1,0,0
支付,带动,发展,0.1,0,0
写作,写,看法,0.1,0,0
解锁,运用,技术,0.1,0,0
技术,运用,领域,0.1,0,0
信息,转变,信号,0.1,0,0
系统,进行,计算,0.1,0,0
机器人,构成,系统,0.1,0,0
机器人,实现,部分,0.1,0,0
雪花,让,观众,0.1,0,0
技术,采用,引擎,0.1,0,0
信息,生成,效果,0.1,0,0
技术,应用,领域,0.1,0,0
波,遇到,障碍物,0.1,0,0
透镜,接收,光,0.1,0,0
光线,经过,透镜,0.1,0,0
物体,转为,灰色,0.1,0,0
相机,感应,光,0.1,0,0
分钟,破解,识别,0.1,0,0
团队,展示,技术,0.1,0,0
银行,采用,识别,0.1,0,0
场合,强调,程度,0.1,0,0
官方,控制,条件,0.1,0,0
通信,延续,规律,0.1,0,0
进步,促进,发展,0.1,0,0
通信,走,千家万户,0.1,0,0
5G,解决,通信,0.1,0,0
发电,得到,发展,0.1,0,0
使用,带来,问题,0.1,0,0
能源,采用,科技,0.1,0,0
能量,转换,电能,0.3,3,0
潮汐,来自,影响,0.1,0,0
技术,有着,意义,0.1,0,0
技术,存在,问题,0.1,0,0
技术,成为,主流,0.1,0,0
技术,有,用途,0.1,0,0
技术,有,水库,0.1,0,0
技术,有,缺点,0.1,0,0
电池,得到,发展,0.1,0,0
金属,失去,电阻,0.1,0,0
电容器,具有,面积,0.1,0,0
技术,利用,电能,0.1,0,0
技术,利用,压缩空气,0.1,0,0
结构,面临,挑战,0.1,0,0
技术,得到,发展,0.1,0,0
技术,具有,特点,0.1,0,0
技术,使用,能源,0.1,0,0
设备,输入,系统,0.1,0,0
技术,产生,影响,0.1,0,0
系统,分配,功能,0.1,0,0
技术,分为,方式,0.1,0,0
能量,输送,用户,0.3,3,0
能量,输送,供应,0.3,3,0
天然气,达到,效果,0.1,0,0
能源,作为,来源,0.1,0,0
能源,作为,发电,0.1,0,0
技术,成为,环节,0.1,0,0
技术,存在,缺点,0.1,0,0
电网,使用,技术,0.1,0,0
技术,知,量子,0.1,0,0
量子力学,发挥,作用,0.1,0,0
概念,叫作,形式,0.1,0,0
物体,辐射,能量,0.3,0,3
物理,出,问题,0.1,0,0
问题,称作,灾难,0.1,0,0
能量,叫作,量子,0.3,3,0
水流,发生,变化,0.1,0,0
科学,发表,成果,0.1,0,0
数学,形成,体系,0.1,0,0
计算机,有,不同,0.1,0,0
电脑,称为,计算机,0.1,0,0
量子力学,允许,物体,0.1,0,0
计算机,有,键盘,0.1,0,0
计算机,使用,Python,0.1,0,0
计算机,有,机会,0.1,0,0
计算,有所,应用,0.1,0,0
技术,进行,分析,0.1,0,0
计算机,用于,问题,0.1,0,0
通信,架,通信网,0.1,0,0
实验,进行,解释,0.1,0,0
科学家,命名,卫星,0.1,0,0
通信,具有,优点,0.1,0,0
通信,具有,意义,0.1,0,0
思想,包括,部分,0.1,0,0
信息,分为,部分,0.1,0,0
操作,改变,状态,0.1,0,0
理论,解释,系统,0.1,0,0
量子力学,改变,理解,0.1,0,0
计算机,应用,领域,0.1,0,0
速度,乘以,时间,0.3,3,0
古人,记录,时间,0.1,0,0
装置,指示,时间,0.1,0,0
时钟,记录,时间,0.1,0,0
精确度,满足,需要,0.1,0,0
内部,存在,结构,0.1,0,0
原子,接收,能量,0.3,1,3
卫星,有,限制,0.1,0,0
状态,使,速度,0.3,0,3
人类,超越,范围,0.1,0,0
人类,认识,世界,0.1,0,0
测量,有,关系,0.1,0,0
需求,有,关系,0.1,0,0
系统,覆盖,表面,0.1,0,0
美国,建成,系统,0.1,0,0
苏联,建立,系统,0.1,0,0
半导体,关注,开幕式,0.1,0,0
技术,名叫,二极管,0.1,0,0
模块,组成,空间,0.1,0,0
团队,设计,系统,0.1,0,0
团队,采用,发生器,0.1,0,0
特性,使得,半导体,0.1,0,0
集成电路,称为,芯片,0.1,0,0
集成电路,分为,大规模集成电路,0.1,0,0
发展,遵循,定律,0.1,0,0
定律,指导,发展,0.1,0,0
技术,基于,材料,0.1,0,0
发展,改变,体验,0.1,0,0
半导体,有,应用,0.1,0,0
发展,带来,变化,0.1,0,0
科技,发挥,作用,0.1,0,0
危机,指,事件,0.1,0,0
管理,包括,阶段,0.1,0,0
管理,需要,协作,0.1,0,0
力量,发挥,作用,0.1,0,0
技术,发挥,作用,0.1,0,0
技术,提供,手段,0.1,0,0
科学家,利用,技术,0.1,0,0
人员,利用,技术,0.1,0,0
工具,提供,便利,0.1,0,0
组织,发挥,作用,0.1,0,0
援助,提供,支持,0.1,0,0
建设,帮助,发展中国家,0.1,0,0
社会,加强,合作,0.1,0,0
科技,改变,方式,0.1,0,0
人类,获取,营养,0.1,0,0
技术,延长,保质期,0.1,0,0
技术,提高,准确性,0.1,0,0
技术,改善,功能,0.1,0,0
发展,带来,挑战,0.1,0,0
方式,发生,变化,0.1,0,0
普及,带来,问题,0.1,0,0
结构,增加,风险,0.1,0,0
化学元素,知,话题,0.1,0,0
化学元素,影响,日常生活,0.1,0,0
人类,发现,元素,0.1,0,2
元素,分为,气体,0.1,2,0
金属元素,位于,中部,0.1,0,0
金属元素,位于,右侧,0.1,0,0
周期表,组织,系统,0.1,0,0
元素,组织,系统,0.1,2,0
化学元素,扮演,角色,0.1,0,0
贵金属,用作,珠宝,0.1,0,0
化学,发挥,作用,0.1,0,0
研究,提供,支持,0.1,0,0
发展,开辟,途径,0.1,0,0
利用,离不开,研究,0.1,0,0
技术,转化,物质,0.1,0,0
材料,去除,污染物,0.1,0,0
塑料,减少,污染,0.1,0,0
研究,提高,效率,0.1,0,0
发展,减少,依赖,0.1,0,0
距离,等于,图形,0.1,0,0
牛顿,回到,家乡,0.1,0,0
概念,引导,牛顿,0.1,0,0
牛顿,求,切线,0.1,0,0
牛顿,写下,论文,0.1,0,0
冯·诺依曼,得出,答案,0.1,0,0
数字,保护,钱款,0.1,0,0
数字,进行,组合,0.1,0,0
公司,保持,空间,0.1,0,0
文本,输入,汉字,0.1,0,0
输入法,输入,汉字,0.1,0,0
大小,受,限制,0.1,0,0
用户,选择,输入法,0.1,0,0
支付,贯穿,环节,0.1,0,0
发展,面临,挑战,0.1,0,0
力学,进行,研究,0.1,0,0
文本,利用,导航,0.1,0,0
系统,提供,服务,0.1,0,0
系统,具有,功能,0.1,0,0
化学元素,知,听力,0.1,0,0
读法,回答,问题,0.1,0,0
练习,读出,算式,0.1,0,0
负数,表示,方向,0.1,0,0
正数,表示,收入,0.1,0,0
格式,表示,压强,0.1,0,0
压强,简称为,气压,0.1,0,0
字母,表示,简称,0.1,0,0
方程,学习,课文,0.1,0,0
东西,含有,物质,0.1,0,0
等式,叫,方程,0.1,0,0
简称,含有,等式,0.1,0,0
质量,叫做,密度,0.1,2,0
未知数,含有,方程,0.1,0,0
目标,掌握,关系,0.1,0,0
面积,大,房间,0.1,0,0
绝对值,说说,关系,0.1,0,0
解释,连接,判断,0.1,0,0
周长,发生,变化,0.1,0,0
面积,发生,变化,0.1,0,0
地球,围,太阳,0.1,0,0
关系,掌握,说法,0.1,0,0
关系,填入,词语,0.1,0,0
月亮,围,地球,0.1,0,0
射线,绕,端点,0.1,0,0
一点,画出,曲线,0.1,0,0
练习,完成,对话,0.1,0,0
正方形,得到,应用,0.1,0,0
正方形,得到,广泛,0.1,0,0
物理学家,进行,计算,0.1,0,0
分数,统称,有理数,0.1,0,0
变化,生成,物质,0.1,0,0
气味,发生,变化,0.1,0,0
变化,分为,化学变化,0.1,0,0
变化,有,关系,0.1,0,0
对象,统称,元素,0.1,0,2
对象,统称,element,0.1,0,0
催化剂,指,物质,0.3,3,0
物体,到,作用,0.1,0,0
格式,拉,小车,0.1,0,0
小车,受到,摩擦力,0.3,0,3
物体,受到,重力,0.3,0,3
练习,说出,方向,0.1,0,0
运动,受到,重力,0.3,0,3
方向,相同,重力,0.3,0,3
电灯,受到,重力,0.3,0,3
方向,相反,游戏,0.1,0,0
同学,说出,方向,0.1,0,0
叶子,做,旋转,0.1,0,0
重心,有,关系,0.1,0,0
大小,没有,关系,0.1,0,0
质量,写出,关系,0.1,2,0
重力,没有,关系,0.3,3,0
操作,填入,词语,0.1,0,0
汽车,到达,终点,0.1,0,0
时间,求,路程,0.1,0,0
条件,得到,结果,0.1,0,0
格式,量,长度,0.1,0,0
生活,离不开,技术,0.1,0,0
玻璃杯,测,温度,0.1,0,0
长度,表示,大小,0.1,0,0
用处,量,长度,0.1,0,0
大气,有,压强,0.1,0,0
路程,需要,时间,0.1,0,0
欧洲人,称呼,物理学,0.1,0,0
体积,等于,ml,0.1,0,0
问题,进行,讨论,0.1,0,0
三中,来自,试管,0.1,0,0
三中,用,试管,0.1,0,0
氧气,氧化,反应,0.1,0,0
氢气,还原,氧化铜,0.1,0,0
颜色,呈,反应,0.1,0,0
水滴,成为,放大镜,0.1,0,0
玻璃板,需要,放大镜,0.1,0,0
边长,计算,面积,0.1,0,0
计算器,注明,含量,0.1,0,0
行驶,填入,分类,0.1,0,0
对象,加,题目,0.1,0,0
资料,分析,情况,0.1,0,0
时代,需要,数学,0.1,0,0
物质,有,不同,0.1,0,0
质量,衡量,大小,0.1,2,0
物体,有,不同,0.1,0,0
语气,提出,问题,0.1,0,0
同学,说,句子,0.1,0,0
汉字,认读,数学,0.1,0,0
空气,产生,运动,0.1,0,0
物质,说说,情况,0.1,0,0
同学,说,物质,0.1,0,0
变化,学习,方法,0.1,0,0
目标,学会,变化,0.1,0,0
体积,发生,变化,0.1,0,0
物体,变为,气体,0.1,0,0
形态,产生,变化,0.1,0,0
过程,维持,生命,0.1,0,0
变化,有,联系,0.1,0,0
化学变化,有,区别,0.1,0,0
化学变化,有,变化,0.1,0,0
晶体,分为,扩展,0.3,3,0
生物,沉入,水底,0.1,0,0
微生物,发生,化学变化,0.1,0,0
同学,说出,过程,0.1,0,0
变化,学会,方法,0.1,0,0
军事学,需要,数学,0.1,0,0
光标,有,变化,0.1,0,0
速度,满足,需要,0.3,3,0
用户,输入,文本,0.1,0,0
温度,叫做,沸点,0.1,0,0
压力,叫,压强,0.1,0,0
大气层,受到,作用,0.1,0,0
联结,使用,手段,0.1,0,0
沸点,组成,句子,0.1,0,0
词汇,满足,需要,0.1,0,0
程度,判断,正误,0.1,0,0
文彬,输入,标记,0.1,0,0
电动机,污染,环境,0.1,0,0
物体,具有,势能,0.1,0,0
能量,叫做,动能,0.3,3,0
粒子,具有,动能,0.1,0,0
运动,叫做,motion,0.1,0,0
能量,叫做,势能,0.3,3,0
氯气,成为,物质,0.1,0,0
激光,会聚,点上,0.1,0,0
氯气,生成,化合物,0.1,0,0
氯气,发生,化合物,0.1,0,0
分子,吸收,能量,0.3,1,3
微波,遇到,金属,0.1,0,0
汉字,写,高压,0.1,0,0
危险,具备,条件,0.1,0,0
格式,具备,条件,0.1,0,0
伤害,破坏,环境,0.1,0,0
情况,生成,氧化铁,0.1,0,0
课文,看到,标志,0.1,0,0
电压,造成,伤害,0.1,0,0
燃烧,具备,条件,0.1,0,0
干电池,没有,危险性,0.1,0,0
电路,造成,伤害,0.1,0,0
化学反应,叫做,燃烧,0.1,1,0
限制,组成,句子,0.1,0,0
目标,听懂,意思,0.1,0,0
关系,表达,句子,0.1,0,0
汉语,学会,格式,0.1,0,0
表达式,学会,格式,0.1,0,0
练习,判断,对错,0.1,0,0
词汇,掌握,关系,0.1,0,0
目标,掌握,格式,0.1,0,0
句子,练习,录音,0.1,0,0
过程,移动,眼睛,0.1,0,0
词汇,理解,短文,0.1,0,0
条件,限制,目标,0.1,0,0
问题,解读,目标,0.1,0,0
练习,解释,要求,0.1,0,0
问题,解读,实验,0.1,0,0
时间,多于,小时,0.1,0,0
时间,少,小时,0.1,0,0
四边形,叫做,草地,0.1,0,0
曲线,称为,短文,0.1,0,0
直线,称为,垂直,0.1,0,0
方程,有,等式,0.1,0,0
变化,叫做,生锈,0.1,0,0
正方形,叫做,矩形,0.1,0,0
长方形,叫做,矩形,0.1,0,0
变化,称做,挥发,0.1,0,0
变化,称做,化学变化,0.1,0,0
变化,称做,生锈,0.1,0,0
四边形,叫做,菱形,0.1,0,0
图形,叫做,矩形,0.1,0,0
变化,叫做,生物学,0.1,0,0
变化,称做,生物学,0.1,0,0
错误,叫做,方程,0.1,0,0
未知数,构成,等式,0.1,0,0
定义,叫做,平行线,0.1,0,0
等式,叫做,短文,0.1,0,0
变化,叫做,平行线,0.1,0,0
眼睛,看,物体,0.1,0,0
线,叫做,水平线,0.1,0,0
书包,在,下方,0.1,0,0
线段,平行,BB,0.1,0,0
直线,平行,BB,0.1,0,0
苹果,受到,重力,0.3,0,3
视线,在,上方,0.1,0,0
视线,在,下方,0.1,0,0
风速,出现,现象,0.1,0,0
操作,听,录音,0.1,0,0
左边,听,录音,0.1,0,0
训练,写出,过程,0.1,0,0
错误,画出,图形,0.1,0,0
整数,叫,质数,0.1,0,0
指向,表示,方向,0.1,0,0
长短,表示,大小,0.1,0,0
线段,记,AB,0.1,0,0
体积,进行,比较,0.1,0,0
运动员,用,方向,0.1,0,0
颜色,发生,变化,0.1,0,0
硫酸铜,发生,反应,0.1,0,0
氧化铁,生成,二氧化碳,0.1,0,0
实验,分,步骤,0.1,0,0
实验,用,试管,0.1,0,0
短文,理解,盐酸,0.1,0,0
实验,生成,氢气,0.1,0,0
实验,分,短文,0.1,0,0
要求,听,录音,0.1,0,0
杯子,装满,酒精,0.1,0,0
水滴,变成,放大镜,0.1,0,0
杯子,放,混合体,0.1,0,0
方程,变为,形式,0.1,0,0
错误,做,实验,0.1,0,0
物体,提到,方程,0.1,0,0
位置,调节,距离,0.1,0,0
杯子,放,酒精,0.1,0,0
温度,在,例子,0.1,0,0
错误,叫做,关系,0.1,0,0
正比,说,关系,0.1,0,0
正比,说,物质,0.1,0,0
惯性,衡量,大小,0.1,0,0
元素,进行,操作,0.1,2,0
二氧化碳,含有,元素,0.1,0,2
组成,含有,短文,0.1,0,0
组成,含有,成分,0.1,0,0
表格,组成,部分,0.1,0,0
过程,溶化,液体,0.1,0,0
蜡烛,溶化,液体,0.1,0,0
光,溶化,液体,0.1,0,0
晶体,变成,圆球,0.3,3,0
恒定,不变,正确,0.1,0,0
温度,高于,物质,0.1,0,0
Word,显示,波浪线,0.1,0,0
Word,进行,检查,0.1,0,0
下面,出现,波浪线,0.1,0,0
网络,成为,组成部分,0.1,0,0
人类,离不开,计算机,0.1,0,0
发展,产生,作用,0.1,0,0
网络,带来,影响,0.1,0,0
用户,输入,文字,0.1,0,0
网络,成为,工作,0.1,0,0
运动,受到,阻力,0.1,0,0
物体,停止,运动,0.1,0,0
自行车,产生,动能,0.1,0,0
自行车,产生,势能,0.1,0,0
有机物,含有,元素,0.1,0,2
阻力,影响,速度,0.3,0,3
氧气,成为,物质,0.1,0,0
氧气,成为,化学工业,0.1,0,0
作用力,停止,运动,0.1,0,0
氮气,成为,物质,0.1,0,0
氮气,发生,反应,0.1,0,0
氮气,成为,化学工业,0.1,0,0
错误,停止,运动,0.1,0,0
能量,叫做,物体,0.3,3,0
物质,变为,气体,0.1,0,0
办法,让,物体,0.1,0,0
办法,停止,燃烧,0.1,0,0
浮力,大于,重力,0.3,0,3
浮力,小于,重力,0.3,0,3
办法,停止,感觉,0.1,0,0
物质,变为,固体,0.1,0,0
浮力,等于,重力,0.3,0,3
浮力,等于,时候,0.1,0,0
家庭,照明,电压,0.1,0,0
温度,超过,沸点,0.1,0,0
特性,叫做,惯性,0.1,0,0
金属,发生,化学反应,0.1,0,1
科学家,作过,实验,0.1,0,0
学者,观察,雪花,0.1,0,0
研究,得出,结论,0.1,0,0
特指,叫做,惯性,0.1,0,0
方法,改变,质量,0.1,0,2
温度,改变,状态,0.1,0,0
氢气,帮助,燃烧,0.1,0,0
实验,得出,结论,0.1,0,0
理解,举出,实例,0.1,0,0
箱子,受到,作用,0.1,0,0
问题,解读,词语,0.1,0,0
方程,补,空缺,0.1,0,0
同学,连,电路,0.1,0,0
短文,给,任务,0.1,0,0
同学,连出,电路,0.1,0,0
周围,有,卫星,0.1,0,0
同学,进出,电路,0.1,0,0
瓶子,进入,水中,0.1,0,0
实验,证明,存在,0.1,0,0
时代,知道,自然数,0.1,0,0
人类,知道,自然数,0.1,0,0
自然数,做,加法,0.1,0,0
自然数,做,乘法,0.1,0,0
整数,进行,运算,0.1,0,0
情况,出现,无理数,0.1,0,0
分数,组成,有理数,0.1,0,0
有理数,加上,无理数,0.1,0,0
实数,加上,虚数,0.1,0,0
负数,指,实数,0.1,0,0
留学生,学习,汉语,0.1,0,0
分数,指,数字,0.1,0,0
理解题,填空,数字,0.1,0,0
数字,传入,地区,0.1,0,0
数字,传入,阿拉伯,0.1,0,0
人类,从事,生产,0.1,0,0
自然数,分为,大类,0.1,0,0
自然数,分为,奇数,0.1,0,0
计算机,带来,方便,0.1,0,0
方向,带来,方便,0.1,0,0
物理学,发展,整体,0.1,0,0
物质,分为,动物,0.1,0,0
千米,称为,公里,0.1,0,0
单位,计算,表面积,0.1,0,0
单位,计算,体积,0.1,0,0
容积,用,单位,0.1,0,0
单位,用,立方米,0.1,0,0
速度,等于,路程,0.3,3,0
性质,叫作,惯性,0.1,0,0
乘客,保持,速度,0.3,0,3
物体,出现,状态,0.1,0,0
现象,叫作,转化,0.1,0,0
过程,叫作,熔化,0.1,0,0
物体,转化,气态,0.1,0,0
过程,叫作,气化,0.1,0,0
过程,叫作,凝固,0.1,0,0
变化,有着,规律,0.1,0,0
写作,说明,现象,0.1,0,0
性质,发生,变化,0.1,0,0
结构,有着,关系,0.1,0,0
元素,有,编号,0.1,2,0
大小,等于,数目,0.1,0,0
科学家,寻找,化合物,0.1,0,0
化合物,读,名称,0.1,0,0
物质,俗称,氢氯酸,0.1,0,0
行星,绕,太阳,0.1,0,0
原子核,集中,质量,0.3,3,2
砂糖,分割,程度,0.1,0,0
砂糖,分割,分子,0.1,0,1
原子,没有,性质,0.1,1,0
分子,含有,原子,1.0,1,1
结构,形成,要素,0.1,0,0
性质,发生,论证,0.1,0,0
变化,提供,词语,0.1,0,0
读法,读出,物质,0.1,0,0
太阳,有,海王星,0.1,0,0
天体,组成,太阳系,0.1,0,0
最小,算,白矮星,0.1,0,0
物质,到,白矮星,0.1,0,0
能量,相当于,用电量,0.3,3,0
亮度,发生,变化,0.1,0,0
恒星,喷射,物质,0.1,0,0
质量,小于,范围,0.1,2,0
位置,没有,变化,0.1,0,0
恒星,有,速度,0.3,0,3
太阳,带,地球,0.1,0,0
形态,像,云雾,0.1,0,0
组句,充满,形态,0.1,0,0
星系,转化,倍数,0.1,0,0
地球,有,历史,0.1,0,0
大自然,留给,人类,0.1,0,0
温度,定为,100℃,0.1,0,0
雪花,形成,形状,0.1,0,0
水滴,组成,云层,0.1,0,0
热量,使,温度,0.1,0,0
车子,没有,动力,0.1,0,0
阳光,起到,作用,0.1,0,0
过程,为,导向,0.1,0,0
生产方式,做出,反应,0.1,0,0
技术,使,生物,0.1,0,0
形成,需要,保证,0.1,0,0
保障,保持,影响力,0.1,0,0
生命,在于,运动,0.1,0,0
技术,促进,提升,0.1,0,0
发展,摆脱,限制,0.1,0,0
科技,在,一起,0.1,0,0
作用,有,大方面,0.1,0,0
作用,有,功能,0.1,0,0
食品,具有,作用,0.1,0,0
食品,提供,能量,0.3,0,3
食品,产生,作用,0.1,0,0
糖类,称,碳水化合物,0.1,0,0
过程,需要,参与,0.1,0,0
作用,有,方面,0.1,0,0
食品,有,作用,0.1,0,0
食品,出自,环境,0.1,0,0
食品,使用,技术,0.1,0,0
物质,属于,合成物,0.1,0,0
质量,低于,食品,0.1,2,0
食品,供,人类,0.1,0,0
技术,起,作用,0.1,0,0
技术,具有,意义,0.1,0,0
提到,还有,事件,0.1,0,0
内容,包括,电磁场,0.1,0,0
开关,控制,电路,0.1,0,0
电流,经过,通路,0.1,0,0
电路,使,电流,0.1,0,0
支路,受,影响,0.1,0,0
导体,构成,电容,0.1,0,0
电路,研究,性质,0.1,0,0
定理,构成,基础,0.1,0,0
电流,引起,变化,0.1,0,0
物体,失去,电,0.1,0,0
说法,符合,定律,0.1,0,0
摩擦,使,电,0.1,0,0
摩擦,创造,电,0.1,0,0
关系,受到,冲击,0.1,0,0
电学,认识,人类,0.1,0,0
力学,分为,部分,0.1,0,0
力学,研究,问题,0.1,0,0
动力学,讨论,关系,0.1,0,0
速度,超过,声速,0.3,3,0
人类,面临,困难,0.1,0,0
实验,没有,结果,0.1,0,0
阿基米德,奠定,基础,0.1,0,0
牛顿,奠定,基础,0.1,0,0
定律,取决于,进展,0.1,0,0
控制,带来,问题,0.1,0,0
理论,解释,问题,0.1,0,0
解释,应有,一定,0.1,0,0
高温,有,影响,0.1,0,0
物体,考虑,运动,0.1,0,0
材料,猜测,密码,0.1,0,0
课文,说到,工业,0.1,0,0
要求,输入,计算机,0.1,0,0
结合,形成,技术,0.1,0,0
居民,作为,整体,0.1,0,0
居民,作为,过程,0.1,0,0
意译,分为,部分,0.1,0,0
自动化,指,工业生产,0.1,0,0
发展,出现,工厂,0.1,0,0
发展,看到,工厂,0.1,0,0
部件,形成,构成,0.1,0,0
流水线,影响,质量,0.1,0,2
传送带,带,产品,0.1,0,0
产品,装配,过程,0.1,0,0
工人,装配,过程,0.1,0,0
计算机,运行,程序,0.1,0,0
工业,说到,厂房,0.1,0,0
机床,体现,技术,0.1,0,0
结合,创造,词语,0.1,0,0
工业革命,有,意义,0.1,0,0
计算机,俗称,电脑,0.1,0,0
计算机,投入,运行,0.1,0,0
计算机,为,基础,0.1,0,0
计算机,采用,方式,0.1,0,0
结构,组成,装置,0.1,0,0
理论,解决,问题,0.1,0,0
学校,进行,研究,0.1,0,0
形状,有所,变化,0.1,0,0
字母,区分,大小写,0.1,0,0
路由器,有,联系,0.1,0,0
冯·诺依曼,解决,问题,0.1,0,0
闪盘,采用,大小,0.1,0,0
操作系统,管理,系统,0.1,0,0
信息,进行,驱动,0.1,0,0
教育,获得,空间,0.1,0,0
商店,提供,条件,0.1,0,0
数据,离不开,计算机,0.1,0,0
系统,有,发展,0.1,0,0
系统,完善,作用,0.1,0,0
计算机,起到,词语,0.1,0,0
课文,用,材料,0.1,0,0
组织,组合,系统,0.1,0,0
生死,构成,过程,0.1,0,0
细胞,伴随,一生,0.1,0,0
系统,诞生,寿命,0.1,0,0
人体,共有,系统,0.1,0,0
人体,消耗,氧气,0.1,0,0
过程,称为,呼吸,0.1,0,0
感受器,传递,信息,0.1,0,0
系统,选择,词语,0.1,0,0
神经细胞,传递,大脑,0.1,0,0
分化,形成,整体,0.1,0,0
系统,伴随,诀窍,0.1,0,0
人类,开发,生物技术,0.1,0,0
文明,发展,水平,0.1,0,0
表面,生活,植物,0.1,0,0
顺序,发生,改变,0.1,0,0
变异,包括,类型,0.1,0,0
变化,破坏,平衡,0.1,0,0
重组,包括,定律,0.1,0,0
现象,叫作,遗传,0.1,0,0
物质,叫作,染色体,0.1,0,0
关系,形成,分子,0.1,0,1
信息,传给,细胞,0.1,0,0
文字,断开,句子,0.1,0,0
变化,改变,结果,0.1,0,0
材料,供应,生产,0.1,0,0
医生,治疗,疾病,0.1,0,0
序列,成为,内容,0.1,0,0
技术,演变,使用,0.1,0,0
事件,发展,时间,0.1,0,0
遗传学,扮演,角色,0.1,0,0
血压,潜伏,危险性,0.1,0,0
品药,可以,质量,0.1,0,2
研发,得到,发展,0.1,0,0
医疗,得到,发展,0.1,0,0
疾病,增加,风险,0.1,0,0
生产工具,出现,变化,0.1,0,0
进程,呈现,轨迹,0.1,0,0
制造,来自,社会,0.1,0,0
技术,带来,变化,0.1,0,0
模式,引领,标志,0.1,0,0
人类,创造,财富,0.1,0,0
资料,引入,对象,0.1,0,0
资料,引入,劳动者,0.1,0,0
危机,分为,类型,0.1,0,0
数量,超过,需要,0.1,0,0
发行量,超过,数量,0.1,0,0
现象,称之为,通货膨胀,0.1,0,0
工业,取代,农业,0.1,0,0
营销,成为,形式,0.1,0,0
方面,发生,变化,0.1,0,0
工业革命,要求,劳动力,0.1,0,0
工业革命,要求,生产,0.1,0,0
劳动力,成为,设计者,0.1,0,0
响应,要求,劳动力,0.1,0,0
革命,选择,劳动力,0.1,0,0
物理学,研究,存在,0.1,0,0
物理学家,寻找,规律,0.1,0,0
搭配,提供,材料,0.1,0,0
满足,依靠,投入,0.1,0,0
物质,导致,污染,0.1,0,0
发展,选择,词语,0.1,0,0
技术,为,代表,0.1,0,0
力学,解决,问题,0.1,0,0
搭配,应用,材料,0.1,0,0
